@relation Outliers_Replaced
@attribute state {'AK','AL','AR','AZ','CA','CO','CT','DC','DE','FL','GA','HI','IA','ID','IL','IN','KS','KY','LA','MA','MD','ME','MI','MN','MO','MS','MT','NC','ND','NE','NH','NJ','NM','NV','NY','OH','OK','OR','PA','RI','SC','SD','TN','TX','UT','VA','VT','WA','WI','WV','WY'}
@attribute accountlength numeric
@attribute areacode numeric
@attribute internationalplan {' no',' yes'}
@attribute voicemailplan {' no',' yes'}
@attribute numbervmailmessages numeric
@attribute totaldayminutes numeric
@attribute totaldaycalls numeric
@attribute totaldaycharge numeric
@attribute totaleveminutes numeric
@attribute totalevecalls numeric
@attribute totalevecharge numeric
@attribute totalnightminutes numeric
@attribute totalnightcalls numeric
@attribute totalnightcharge numeric
@attribute totalintlminutes numeric
@attribute totalintlcalls numeric
@attribute totalintlcharge numeric
@attribute numbercustomerservicecalls numeric
@attribute class {' False.',' True.'}
@attribute X numeric
@data
'CO',206.5,408,' no',' yes',30,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'WI',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'OK',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'ID',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'CA',206.5,415,' no',' yes',34,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MN',206.5,510,' no',' yes',33,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'SD',206.5,408,' no',' yes',28,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'NC',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'WA',206.5,415,' no',' yes',41,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'WY',206.5,415,' yes',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MN',206.5,408,' yes',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'UT',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'TX',206.5,510,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'NJ',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MN',206.5,510,' no',' yes',46,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'NM',206.5,510,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'NV',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'HI',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MN',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'DC',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'NY',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'MN',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MD',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'WV',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'OR',206.5,415,' yes',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'CO',206.5,408,' no',' yes',25,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'GA',206.5,415,' no',' yes',24,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'TX',206.5,510,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'VT',206.5,510,' no',' yes',29,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'IN',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'WV',206.5,510,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'KY',206.5,415,' no',' yes',35,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'NJ',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'DC',206.5,510,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'LA',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'AR',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'ME',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'AZ',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'AK',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MT',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'AZ',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MS',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'ID',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' True.',?
'IA',206.5,510,' no',' yes',21,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MA',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'VT',206.5,415,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'KY',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'IN',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'AZ',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'MI',206.5,510,' no',' yes',29,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'NM',206.5,510,' no',' yes',21,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'CO',206.5,415,' no',' yes',32,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
'UT',206.5,408,' no',' no',0,40.0916222539543,43.4447935675869,6.80021309770574,58.3985470017701,46.5,4.95168593767358,60.3320545112787,48,2.74069866070218,3.09999999999997,0.765366132938657,0.845000000000002,0.816315357620527,' False.',?
